City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2017-06-22,21.05,3.57,26.66,0.0,0.62,5.8,8.43,60.0,Satisfactory
Bengaluru,2017-06-23,24.53,9.1,30.26,0.0,0.58,7.02,13.82,54.0,Satisfactory
Bengaluru,2017-06-24,25.35,19.79,45.04,0.0,0.55,6.42,10.04,60.0,Satisfactory
Bengaluru,2017-06-25,25.16,17.58,39.31,0.0,0.56,5.68,7.84,71.0,Satisfactory
Bengaluru,2017-06-26,31.13,12.54,37.52,0.0,1.16,7.96,8.44,138.0,Moderate
Bengaluru,2017-06-27,37.61,13.6,38.89,0.0,0.83,6.63,8.39,78.0,Satisfactory
Bengaluru,2017-06-28,37.34,10.09,34.73,0.0,0.6,6.63,8.99,82.0,Satisfactory
Bengaluru,2017-06-29,36.44,12.12,31.89,0.0,0.42,6.62,9.92,76.0,Satisfactory
Bengaluru,2017-06-30,35.4,15.16,33.89,0.0,0.69,6.63,10.32,76.0,Satisfactory
Bengaluru,2017-07-01,25.33,24.27,39.99,0.0,0.67,7.11,11.34,92.0,Satisfactory
Bengaluru,2017-07-02,30.07,54.79,68.84,0.0,1.64,6.55,10.47,160.0,Moderate
Bengaluru,2017-07-03,25.82,43.48,68.34,0.0,0.69,6.23,10.21,92.0,Satisfactory
Bengaluru,2017-07-04,30.97,20.75,32.27,0.0,0.59,5.81,9.67,85.0,Satisfactory
Bengaluru,2017-07-05,30.97,17.99,30.38,0.0,0.62,4.7,8.98,93.0,Satisfactory
Bengaluru,2017-07-06,30.97,13.97,27.42,0.0,0.52,3.82,9.26,87.0,Satisfactory
Bengaluru,2017-07-08,313.59,24.05,32.94,0.0,0.69,4.97,9.39,108.0,Moderate
Bengaluru,2017-07-09,35.29,17.04,31.08,0.0,0.6,5.16,9.34,112.0,Moderate
Bengaluru,2017-07-10,33.44,13.86,29.55,0.0,0.63,5.33,10.61,102.0,Moderate
Bengaluru,2017-07-11,29.38,17.23,29.5,0.0,0.64,4.09,12.44,78.0,Satisfactory
Bengaluru,2017-07-12,27.64,12.48,26.82,0.0,0.68,5.16,18.42,67.0,Satisfactory
Bengaluru,2017-07-13,28.97,16.61,30.58,0.0,1.53,4.45,24.82,74.0,Satisfactory
Bengaluru,2017-07-14,22.68,13.31,30.3,0.0,0.67,5.41,47.62,72.0,Satisfactory
Bengaluru,2017-07-15,22.43,16.15,32.43,0.0,0.6,7.9,47.14,82.0,Satisfactory
Bengaluru,2017-07-16,17.2,13.34,31.1,0.0,0.52,6.3,23.82,61.0,Satisfactory
Bengaluru,2017-07-17,21.05,11.56,30.06,0.0,0.58,4.72,44.94,68.0,Satisfactory
Bengaluru,2017-07-18,18.45,12.68,29.79,0.0,0.62,4.58,27.09,68.0,Satisfactory
Bengaluru,2017-07-19,16.44,18.77,31.75,0.0,0.68,4.71,30.16,60.0,Satisfactory
Bengaluru,2017-07-20,31.68,16.76,31.34,0.0,0.65,5.1,54.5,61.0,Satisfactory
Bengaluru,2017-07-21,21.53,15.46,31.7,0.0,1.12,5.3,41.97,111.0,Moderate
Bengaluru,2017-07-22,20.15,17.16,33.19,0.0,1.35,4.29,53.85,132.0,Moderate
Bengaluru,2017-07-23,17.34,15.55,32.36,0.0,1.08,5.61,24.37,107.0,Moderate
Bengaluru,2017-07-24,24.23,10.47,31.45,0.0,1.08,5.68,42.69,109.0,Moderate
Bengaluru,2017-07-25,28.54,11.09,30.72,0.0,1.4,5.2,50.04,164.0,Moderate
Bengaluru,2017-07-26,23.68,9.88,30.53,0.0,0.59,4.73,51.12,85.0,Satisfactory
Bengaluru,2017-07-27,24.49,10.99,31.02,0.0,0.59,5.17,55.9,83.0,Satisfactory
Bengaluru,2017-07-28,21.77,9.59,28.74,0.0,1.17,4.57,51.05,122.0,Moderate
Bengaluru,2017-07-29,27.91,9.68,29.8,0.0,1.07,4.72,56.82,119.0,Moderate
Bengaluru,2017-07-30,22.36,11.51,29.57,0.0,1.07,4.67,23.6,94.0,Satisfactory
Bengaluru,2017-07-31,27.27,8.0,28.65,0.0,0.48,5.23,45.36,89.0,Satisfactory
Bengaluru,2017-08-01,26.57,7.35,26.22,0.0,1.5,5.34,54.93,136.0,Moderate
Bengaluru,2017-08-02,20.74,12.96,26.36,0.0,1.77,5.6,41.25,130.0,Moderate
Bengaluru,2017-08-03,17.67,16.81,25.46,0.0,2.95,5.31,39.16,160.0,Moderate
Bengaluru,2017-08-04,13.74,10.46,25.64,0.0,0.63,5.89,25.85,55.0,Satisfactory
Bengaluru,2017-08-05,17.69,9.01,27.5,0.0,1.27,5.13,30.04,106.0,Moderate
Bengaluru,2017-08-06,15.21,8.53,27.33,0.0,2.44,5.32,6.06,127.0,Moderate
Bengaluru,2017-08-07,22.82,8.83,27.76,0.0,2.91,5.27,54.59,176.0,Moderate
Bengaluru,2017-08-08,21.07,8.48,27.75,0.0,2.01,5.79,48.17,143.0,Moderate
Bengaluru,2017-08-09,22.31,14.25,29.38,0.0,0.95,5.12,33.6,74.0,Satisfactory
Bengaluru,2017-08-10,14.14,10.87,27.85,0.0,0.61,4.46,9.71,50.0,Good
Bengaluru,2017-08-11,10.11,14.03,32.5,0.0,0.68,4.06,16.65,56.0,Satisfactory
Bengaluru,2017-08-12,3.91,12.54,32.46,0.0,0.86,5.24,18.87,50.0,Good
Bengaluru,2017-08-13,4.69,16.42,32.78,19.43,1.14,4.6,23.74,67.0,Satisfactory
Bengaluru,2017-08-14,19.41,12.81,32.52,0.0,0.96,4.92,26.54,82.0,Satisfactory
Bengaluru,2017-08-15,20.88,14.75,29.7,0.0,0.64,5.4,7.35,70.0,Satisfactory
Bengaluru,2017-08-16,17.91,7.34,24.95,0.0,1.01,5.43,20.51,65.0,Satisfactory
Bengaluru,2017-08-17,18.42,5.51,29.56,0.0,1.25,4.51,21.86,70.0,Satisfactory
Bengaluru,2017-08-18,14.92,7.89,30.9,0.0,0.61,4.3,21.39,64.0,Satisfactory
Bengaluru,2017-08-19,18.66,9.13,27.62,0.0,0.68,4.7,20.13,57.0,Satisfactory
Bengaluru,2017-08-20,10.89,16.11,29.64,0.0,1.02,4.93,11.17,63.0,Satisfactory
Bengaluru,2017-08-21,14.53,11.74,28.09,0.0,0.95,4.92,16.04,48.0,Good
Bengaluru,2017-08-22,18.87,11.4,26.93,0.0,0.89,5.08,20.89,63.0,Satisfactory
Bengaluru,2017-08-23,18.18,9.12,26.59,0.0,0.85,4.21,27.15,62.0,Satisfactory
Bengaluru,2017-08-24,59.05,11.58,27.01,0.0,0.71,4.66,21.84,68.0,Satisfactory
Bengaluru,2017-08-25,97.97,8.83,25.15,0.0,0.57,4.71,19.86,172.0,Moderate
Bengaluru,2017-08-26,14.19,9.51,26.25,0.0,0.97,4.61,19.83,91.0,Satisfactory
Bengaluru,2017-08-27,11.71,11.76,26.08,0.0,0.67,4.85,7.65,39.0,Good
Bengaluru,2017-08-28,17.58,15.21,28.01,0.0,0.86,5.52,13.12,47.0,Good
Bengaluru,2017-08-29,16.33,15.67,28.51,0.0,1.01,4.79,14.98,57.0,Satisfactory
Bengaluru,2017-08-30,20.42,10.24,26.31,0.0,0.85,4.85,16.33,56.0,Satisfactory
Bengaluru,2017-08-31,24.96,7.86,26.74,0.0,0.77,5.48,24.66,69.0,Satisfactory
Bengaluru,2017-09-01,158.67,12.57,26.66,0.0,1.25,4.92,13.48,200.0,Moderate
Bengaluru,2017-09-02,114.92,24.01,31.99,0.0,0.82,4.8,15.86,135.0,Moderate
Bengaluru,2017-09-03,14.2,16.73,30.59,0.0,0.68,4.77,29.74,107.0,Moderate
Bengaluru,2017-09-04,39.74,15.95,30.16,0.0,0.77,4.65,23.83,74.0,Satisfactory
Bengaluru,2017-09-05,14.2,13.44,28.6,0.0,1.34,5.28,23.99,79.0,Satisfactory
Bengaluru,2017-09-06,21.2,14.2,28.55,0.0,0.63,5.28,27.63,101.0,Moderate
Bengaluru,2017-09-07,9.57,14.26,30.93,0.0,0.7,5.62,12.5,60.0,Satisfactory
Bengaluru,2017-09-08,32.86,11.97,30.75,0.0,0.91,4.7,34.54,75.0,Satisfactory
Bengaluru,2017-09-09,22.63,17.49,36.31,0.0,0.69,4.83,15.06,114.0,Moderate
Bengaluru,2017-09-10,14.52,31.66,39.24,0.0,0.68,5.96,9.66,57.0,Satisfactory
Bengaluru,2017-09-11,15.27,24.71,42.37,0.0,0.73,6.18,9.5,68.0,Satisfactory
Bengaluru,2017-09-12,17.48,16.21,39.09,0.0,0.73,5.45,11.3,68.0,Satisfactory
Bengaluru,2017-09-13,16.5,12.07,34.8,0.0,0.67,4.68,12.87,59.0,Satisfactory
Bengaluru,2017-09-14,14.05,9.17,29.42,0.0,0.94,4.4,28.38,63.0,Satisfactory
Bengaluru,2017-09-15,8.58,11.34,31.38,0.0,0.58,4.68,18.53,52.0,Satisfactory
Bengaluru,2017-09-16,8.49,11.49,31.42,0.0,0.37,5.42,14.39,49.0,Good
Bengaluru,2017-09-17,7.02,12.3,31.84,0.0,0.42,5.52,5.9,40.0,Good
Bengaluru,2017-09-18,8.57,8.79,28.46,0.0,0.42,5.12,6.18,43.0,Good
Bengaluru,2017-09-19,7.68,8.76,29.35,0.0,0.42,5.56,19.64,44.0,Good
Bengaluru,2017-09-20,10.21,6.9,28.47,0.0,0.47,5.14,25.61,52.0,Satisfactory
Bengaluru,2017-09-21,12.64,7.32,28.19,0.0,0.38,5.16,24.16,51.0,Satisfactory
Bengaluru,2017-09-22,17.93,6.28,27.46,0.0,0.35,4.89,28.96,51.0,Satisfactory
Bengaluru,2017-09-23,21.62,10.16,30.95,0.0,0.4,5.3,41.31,76.0,Satisfactory
Bengaluru,2017-09-24,23.7,15.23,35.09,0.0,0.49,6.04,29.38,76.0,Satisfactory
Bengaluru,2017-09-25,19.26,8.88,29.23,0.0,0.4,5.49,24.14,57.0,Satisfactory
Bengaluru,2017-09-26,22.47,8.48,29.13,0.0,0.48,4.76,27.37,65.0,Satisfactory
Bengaluru,2017-09-27,28.3,15.29,38.34,0.0,0.57,6.16,7.85,83.0,Satisfactory
Bengaluru,2017-09-28,21.59,4.57,24.81,0.0,0.32,4.63,21.6,56.0,Satisfactory
Bengaluru,2017-09-29,22.36,7.58,29.64,0.0,0.5,5.13,8.95,58.0,Satisfactory
Bengaluru,2017-09-30,30.65,7.05,26.24,0.0,0.45,5.74,29.89,61.0,Satisfactory
Bengaluru,2017-10-01,20.01,5.63,27.01,1.37,0.38,4.53,21.92,66.0,Satisfactory
Bengaluru,2017-10-02,20.5,38.94,25.68,1.8,0.52,5.64,34.02,69.0,Satisfactory
Bengaluru,2017-10-03,22.85,6.46,25.43,1.81,0.49,4.49,29.93,62.0,Satisfactory
Bengaluru,2017-10-04,121.63,4.69,24.72,7.5,0.57,5.36,30.31,125.0,Moderate
Bengaluru,2017-10-05,21.36,13.18,32.24,21.6,0.66,5.07,10.53,126.0,Moderate
Bengaluru,2017-10-06,24.73,8.58,28.49,17.21,0.6,5.66,28.31,80.0,Satisfactory
Bengaluru,2017-10-07,29.16,9.98,26.77,17.23,0.58,4.55,21.99,70.0,Satisfactory
Bengaluru,2017-10-08,78.14,7.57,22.5,14.42,0.58,4.22,35.86,104.0,Moderate
Bengaluru,2017-10-09,26.08,9.19,25.0,15.19,1.35,5.2,20.43,83.0,Satisfactory
Bengaluru,2017-10-10,32.21,9.9,29.03,14.78,2.02,3.93,45.08,130.0,Moderate
Bengaluru,2017-10-11,22.5,14.24,31.64,17.4,0.64,4.38,34.99,79.0,Satisfactory
Bengaluru,2017-10-12,27.29,10.47,30.86,16.24,0.57,4.2,22.7,71.0,Satisfactory
Bengaluru,2017-10-13,24.83,10.69,30.63,16.58,0.5,4.49,14.59,61.0,Satisfactory
Bengaluru,2017-10-14,32.61,10.09,28.07,15.1,0.48,4.64,9.9,67.0,Satisfactory
Bengaluru,2017-10-15,40.34,14.0,34.04,18.62,0.46,4.22,13.39,73.0,Satisfactory
Bengaluru,2017-10-16,21.63,9.41,29.07,15.09,0.43,4.05,15.03,58.0,Satisfactory
Bengaluru,2017-10-17,27.86,14.4,35.25,21.29,0.55,4.37,17.23,64.0,Satisfactory
Bengaluru,2017-10-18,39.39,18.27,41.73,23.66,0.62,4.81,27.54,98.0,Satisfactory
Bengaluru,2017-10-19,44.66,12.47,32.42,21.72,0.57,4.39,34.64,98.0,Satisfactory
Bengaluru,2017-10-20,79.76,14.24,40.38,22.47,0.58,5.88,38.72,177.0,Moderate
Bengaluru,2017-10-21,39.67,8.15,32.18,16.86,0.87,5.69,34.89,129.0,Moderate
Bengaluru,2017-10-22,22.44,8.29,31.05,14.94,0.79,5.32,28.1,79.0,Satisfactory
Bengaluru,2017-10-23,26.85,9.24,33.32,17.72,1.08,5.39,33.95,80.0,Satisfactory
Bengaluru,2017-10-24,42.56,15.76,44.63,25.27,1.26,5.62,27.3,94.0,Satisfactory
Bengaluru,2017-10-25,35.29,16.44,43.04,26.42,1.59,4.42,20.57,96.0,Satisfactory
Bengaluru,2017-10-26,25.49,17.04,39.14,22.64,1.22,4.26,12.69,75.0,Satisfactory
Bengaluru,2017-10-27,26.03,13.99,36.53,19.54,1.03,4.26,19.69,66.0,Satisfactory
Bengaluru,2017-10-28,37.38,15.78,39.18,22.25,1.55,4.97,32.07,80.0,Satisfactory
Bengaluru,2017-10-29,47.47,15.01,39.01,21.46,1.08,4.3,36.67,98.0,Satisfactory
Bengaluru,2017-10-30,45.49,9.57,32.5,16.63,0.77,3.71,32.74,102.0,Moderate
Bengaluru,2017-10-31,122.41,12.13,33.67,24.36,0.84,3.6,47.84,120.0,Moderate
Bengaluru,2017-11-01,39.88,6.5,24.85,47.53,0.48,2.66,43.92,141.0,Moderate
Bengaluru,2017-11-02,66.54,7.2,26.81,50.52,0.44,4.15,44.38,120.0,Moderate
Bengaluru,2017-11-03,58.73,8.53,29.41,62.33,0.56,5.08,52.18,159.0,Moderate
Bengaluru,2017-11-04,41.02,14.44,34.07,27.96,0.76,3.3,43.23,125.0,Moderate
Bengaluru,2017-11-05,26.7,14.87,29.05,23.52,0.69,3.33,17.19,59.0,Satisfactory
Bengaluru,2017-11-06,22.05,11.58,29.82,22.24,0.75,3.15,6.75,49.0,Good
Bengaluru,2017-11-07,27.98,13.12,33.64,25.13,0.82,3.51,7.02,68.0,Satisfactory
Bengaluru,2017-11-08,26.89,13.32,33.43,25.46,0.86,2.98,13.74,54.0,Satisfactory
Bengaluru,2017-11-09,25.94,12.3,37.65,26.42,0.97,3.26,30.46,70.0,Satisfactory
Bengaluru,2017-11-10,31.21,9.12,30.19,20.93,0.9,2.76,24.08,75.0,Satisfactory
Bengaluru,2017-11-11,32.87,10.67,36.09,24.53,0.99,3.99,30.86,77.0,Satisfactory
Bengaluru,2017-11-12,26.99,10.11,36.27,24.2,0.86,3.85,14.76,69.0,Satisfactory
Bengaluru,2017-11-13,30.4,9.61,32.51,22.14,0.74,3.68,43.16,65.0,Satisfactory
Bengaluru,2017-11-14,26.94,8.67,30.57,20.53,0.91,4.15,37.68,68.0,Satisfactory
Bengaluru,2017-11-15,30.7,5.9,27.55,17.34,0.93,3.88,39.31,66.0,Satisfactory
Bengaluru,2017-11-16,37.93,9.59,34.47,23.09,0.95,4.34,34.31,76.0,Satisfactory
Bengaluru,2017-11-17,35.72,5.76,30.34,18.76,0.89,3.97,37.48,81.0,Satisfactory
Bengaluru,2017-11-18,34.96,8.73,36.57,22.57,0.71,3.59,19.28,64.0,Satisfactory
Bengaluru,2017-11-19,30.66,11.02,39.44,25.1,0.92,3.76,15.11,68.0,Satisfactory
Bengaluru,2017-11-20,32.21,10.9,36.61,25.05,0.91,3.59,17.27,62.0,Satisfactory
Bengaluru,2017-11-21,25.79,12.88,34.1,26.66,0.89,3.83,3.14,60.0,Satisfactory
Bengaluru,2017-11-22,44.84,12.04,37.02,28.5,0.85,3.36,15.6,65.0,Satisfactory
Bengaluru,2017-11-23,38.07,11.09,42.75,28.13,0.98,4.05,28.57,87.0,Satisfactory
Bengaluru,2017-11-24,17.64,12.17,46.1,30.94,0.95,3.89,29.13,82.0,Satisfactory
Bengaluru,2017-11-25,17.81,15.43,50.65,34.88,0.94,3.81,38.5,72.0,Satisfactory
Bengaluru,2017-11-26,15.67,15.31,48.12,33.72,0.9,3.75,35.73,69.0,Satisfactory
Bengaluru,2017-11-27,10.7,16.9,47.51,34.14,0.92,3.82,24.36,58.0,Satisfactory
Bengaluru,2017-11-28,11.46,15.56,50.06,34.51,0.93,3.95,22.54,58.0,Satisfactory
Bengaluru,2017-11-29,197.41,11.01,39.39,26.59,0.77,3.99,23.71,82.0,Satisfactory
Bengaluru,2017-11-30,74.5,10.38,32.3,22.72,0.97,4.12,19.73,68.0,Satisfactory
Bengaluru,2017-12-01,1.76,8.52,31.43,21.32,0.65,3.23,4.11,53.0,Satisfactory
Bengaluru,2017-12-02,1.72,8.64,35.74,23.42,0.62,2.98,4.61,26.0,Good
Bengaluru,2017-12-03,32.42,13.43,42.05,29.32,0.86,2.16,8.9,54.0,Satisfactory
Bengaluru,2017-12-04,18.72,13.35,42.47,30.26,0.86,2.58,24.47,68.0,Satisfactory
Bengaluru,2017-12-05,11.27,12.38,40.08,25.19,0.7,3.02,12.45,63.0,Satisfactory
Bengaluru,2017-12-06,93.7,12.0,44.52,28.15,0.89,4.86,30.46,83.0,Satisfactory
Bengaluru,2017-12-07,70.22,15.06,47.64,31.84,1.27,4.42,30.46,96.0,Satisfactory
Bengaluru,2017-12-08,103.18,28.0,66.21,50.17,1.05,4.75,30.46,120.0,Moderate
Bengaluru,2017-12-09,90.59,21.48,62.95,44.62,1.1,4.86,30.46,148.0,Moderate
Bengaluru,2017-12-10,81.28,17.62,57.89,38.79,1.06,4.96,30.46,133.0,Moderate
Bengaluru,2017-12-11,63.5,8.19,38.93,41.9,0.78,4.41,30.46,143.0,Moderate
Bengaluru,2017-12-12,30.97,7.87,33.87,33.0,0.57,3.84,30.46,86.0,Satisfactory
Bengaluru,2017-12-13,30.97,10.44,39.02,28.17,0.79,3.72,30.46,75.0,Satisfactory
Bengaluru,2017-12-14,161.35,16.43,43.69,34.18,0.94,3.71,30.46,86.0,Satisfactory
Bengaluru,2017-12-15,85.57,42.05,81.78,67.93,0.96,2.87,30.46,122.0,Moderate
Bengaluru,2017-12-16,75.91,12.88,42.57,29.85,0.8,3.2,30.46,119.0,Moderate
Bengaluru,2017-12-17,79.75,12.25,48.64,31.65,0.89,3.56,30.46,100.0,Satisfactory
Bengaluru,2017-12-18,84.85,13.94,63.33,39.92,0.89,3.66,30.46,108.0,Moderate
Bengaluru,2017-12-19,76.92,10.01,50.27,31.68,0.97,3.71,30.46,112.0,Moderate
Bengaluru,2017-12-20,107.9,11.34,80.93,88.57,1.0,6.38,30.46,110.0,Moderate
Bengaluru,2017-12-21,84.55,10.59,115.11,69.84,0.95,5.76,30.46,131.0,Moderate
Bengaluru,2017-12-22,71.71,11.41,142.35,77.93,0.95,3.32,30.46,93.0,Satisfactory
Bengaluru,2017-12-23,56.14,10.11,61.7,37.69,0.9,3.55,30.46,91.0,Satisfactory
Bengaluru,2017-12-24,48.78,3.71,31.49,17.8,0.69,2.29,30.46,70.0,Satisfactory
Bengaluru,2017-12-25,159.52,4.58,29.62,14.41,0.71,2.78,30.46,91.0,Satisfactory
Bengaluru,2017-12-26,63.3,7.62,32.19,20.89,0.81,2.72,30.46,174.0,Moderate
Bengaluru,2017-12-27,73.7,6.4,44.73,26.75,0.91,3.4,30.46,99.0,Satisfactory
Bengaluru,2017-12-28,62.76,7.0,44.56,25.49,0.96,3.38,52.72,109.0,Moderate
Bengaluru,2017-12-29,32.57,10.82,48.73,27.48,1.13,3.6,17.18,85.0,Satisfactory
Bengaluru,2017-12-30,26.74,10.05,42.6,24.2,1.06,3.26,33.48,77.0,Satisfactory
Bengaluru,2017-12-31,18.29,11.9,41.94,24.62,1.02,2.95,32.36,72.0,Satisfactory
Bengaluru,2018-01-01,38.06,9.91,42.23,22.62,1.04,3.2,25.89,73.0,Satisfactory
Bengaluru,2018-01-02,35.12,7.16,41.7,21.46,1.0,3.37,24.78,86.0,Satisfactory
Bengaluru,2018-01-03,28.84,9.57,50.19,25.24,1.09,2.8,35.27,84.0,Satisfactory
Bengaluru,2018-01-04,24.57,6.77,46.14,25.4,0.96,3.32,46.62,86.0,Satisfactory
Bengaluru,2018-01-05,24.31,7.99,52.5,27.28,1.04,5.34,51.89,95.0,Satisfactory
Bengaluru,2018-01-06,30.02,7.64,51.77,26.54,0.98,4.28,59.57,102.0,Moderate
Bengaluru,2018-01-07,40.05,8.23,49.36,24.43,0.99,3.37,62.13,104.0,Moderate
Bengaluru,2018-01-08,34.88,5.06,46.38,24.61,0.93,4.26,76.84,93.0,Satisfactory
Bengaluru,2018-01-09,28.74,6.83,43.41,22.08,0.96,16.6,70.18,84.0,Satisfactory
Bengaluru,2018-01-10,31.37,6.82,29.81,20.93,0.89,3.16,54.29,75.0,Satisfactory
Bengaluru,2018-01-11,54.32,11.14,45.27,31.34,0.96,4.91,37.03,76.0,Satisfactory
Bengaluru,2018-01-12,37.55,8.15,36.51,24.24,1.35,5.74,48.6,115.0,Moderate
Bengaluru,2018-01-13,36.12,9.71,43.3,28.98,0.93,3.51,47.39,101.0,Moderate
Bengaluru,2018-01-14,34.43,10.94,44.87,30.63,1.29,3.2,53.1,118.0,Moderate
Bengaluru,2018-01-15,38.84,5.56,33.96,20.85,0.89,3.35,66.4,98.0,Satisfactory
Bengaluru,2018-01-16,41.35,7.45,41.68,26.35,0.92,3.47,59.88,92.0,Satisfactory
Bengaluru,2018-01-17,46.76,6.61,37.47,23.5,0.92,3.58,64.8,98.0,Satisfactory
Bengaluru,2018-01-18,37.73,6.75,39.62,24.32,1.01,3.66,65.34,100.0,Satisfactory
Bengaluru,2018-01-19,55.0,5.92,38.68,23.41,1.21,4.22,71.99,104.0,Moderate
Bengaluru,2018-01-20,33.34,5.78,38.67,23.33,1.16,4.32,80.04,122.0,Moderate
Bengaluru,2018-01-21,33.55,4.8,33.77,20.26,1.14,3.97,81.55,103.0,Moderate
Bengaluru,2018-01-22,39.03,3.95,34.14,19.57,1.14,4.24,77.88,96.0,Satisfactory
Bengaluru,2018-01-23,48.08,4.23,35.2,20.22,1.24,4.59,60.85,102.0,Moderate
Bengaluru,2018-01-24,45.88,8.52,44.92,28.47,1.19,4.59,43.36,104.0,Moderate
Bengaluru,2018-01-25,39.93,5.5,33.76,20.55,1.06,4.19,56.22,101.0,Moderate
Bengaluru,2018-01-26,39.28,4.06,32.42,18.82,0.94,4.24,63.78,98.0,Satisfactory
Bengaluru,2018-01-27,47.03,5.03,36.38,21.59,1.04,4.21,61.21,104.0,Moderate
Bengaluru,2018-01-28,39.38,3.93,30.66,18.06,0.89,4.28,62.46,109.0,Moderate
Bengaluru,2018-01-29,33.47,4.67,36.21,20.86,1.05,4.17,55.34,94.0,Satisfactory
Bengaluru,2018-01-30,53.56,4.15,32.79,18.96,0.99,3.89,56.31,99.0,Satisfactory
Bengaluru,2018-01-31,37.93,4.4,36.09,20.81,1.06,4.07,52.6,109.0,Moderate
Bengaluru,2018-02-01,33.99,9.03,49.14,31.0,1.08,5.01,41.2,94.0,Satisfactory
Bengaluru,2018-02-02,29.63,5.9,42.78,25.09,1.44,4.38,49.36,118.0,Moderate
Bengaluru,2018-02-03,28.81,4.62,33.25,19.43,1.04,6.48,46.48,88.0,Satisfactory
Bengaluru,2018-02-04,23.31,4.32,32.25,17.81,0.93,12.74,42.53,87.0,Satisfactory
Bengaluru,2018-02-05,29.23,5.35,32.53,19.56,0.95,3.37,40.8,81.0,Satisfactory
Bengaluru,2018-02-06,32.55,3.97,29.05,17.18,0.89,3.52,40.51,85.0,Satisfactory
Bengaluru,2018-02-07,30.93,5.67,30.04,18.77,0.94,3.22,25.11,79.0,Satisfactory
Bengaluru,2018-02-08,35.48,13.58,45.34,32.12,1.1,4.2,27.4,80.0,Satisfactory
Bengaluru,2018-02-09,37.87,7.72,43.01,26.93,1.01,4.36,30.91,95.0,Satisfactory
Bengaluru,2018-02-10,30.34,8.37,39.51,25.66,0.99,6.63,25.27,83.0,Satisfactory
Bengaluru,2018-02-11,28.29,5.06,23.84,14.77,0.88,3.42,38.11,76.0,Satisfactory
Bengaluru,2018-02-12,27.9,5.34,24.85,15.02,0.98,2.99,32.61,74.0,Satisfactory
Bengaluru,2018-02-13,30.53,3.37,17.2,12.96,1.01,1.84,44.28,78.0,Satisfactory
Bengaluru,2018-02-14,32.43,3.69,17.59,13.54,0.96,1.61,38.23,71.0,Satisfactory
Bengaluru,2018-02-15,30.19,3.96,18.7,15.35,0.96,1.47,35.76,71.0,Satisfactory
Bengaluru,2018-02-16,29.62,6.66,30.03,22.24,0.98,2.79,36.38,70.0,Satisfactory
Bengaluru,2018-02-17,32.11,8.19,37.85,23.18,1.03,8.54,43.4,77.0,Satisfactory
Bengaluru,2018-02-18,27.53,3.13,22.89,15.17,0.95,5.69,49.17,83.0,Satisfactory
Bengaluru,2018-02-19,28.6,3.48,26.23,17.17,1.05,4.22,51.46,82.0,Satisfactory
Bengaluru,2018-02-20,28.89,2.78,22.48,16.61,1.09,3.15,55.88,81.0,Satisfactory
Bengaluru,2018-02-21,34.62,5.45,32.97,20.66,0.98,3.36,52.95,80.0,Satisfactory
Bengaluru,2018-02-22,37.13,7.04,39.61,26.13,0.95,3.19,52.15,82.0,Satisfactory
Bengaluru,2018-02-23,34.6,3.84,31.9,19.82,0.94,2.94,52.09,83.0,Satisfactory
Bengaluru,2018-02-24,26.41,3.63,19.98,15.15,0.96,2.35,35.76,81.0,Satisfactory
Bengaluru,2018-02-25,21.87,3.17,14.46,13.05,0.92,2.34,37.55,69.0,Satisfactory
Bengaluru,2018-02-26,21.31,7.96,27.46,23.09,1.01,2.61,30.2,68.0,Satisfactory
Bengaluru,2018-02-27,23.35,7.4,26.31,20.8,0.94,3.87,32.51,71.0,Satisfactory
Bengaluru,2018-02-28,29.3,7.13,32.9,25.1,1.04,3.4,31.63,81.0,Satisfactory
Bengaluru,2018-03-01,29.48,4.8,27.41,20.33,0.95,3.09,36.47,83.0,Satisfactory
Bengaluru,2018-03-02,30.38,4.88,38.24,21.33,0.98,3.53,45.24,87.0,Satisfactory
Bengaluru,2018-03-03,38.39,6.26,36.26,26.83,1.0,3.14,43.82,92.0,Satisfactory
Bengaluru,2018-03-04,36.56,3.02,24.85,31.34,1.02,4.2,44.8,84.0,Satisfactory
Bengaluru,2018-03-05,30.79,7.78,34.44,39.95,1.02,3.71,36.83,86.0,Satisfactory
Bengaluru,2018-03-06,32.09,5.78,32.76,29.06,0.96,3.85,33.61,87.0,Satisfactory
Bengaluru,2018-03-07,33.88,3.4,25.14,19.18,0.98,3.83,46.63,90.0,Satisfactory
Bengaluru,2018-03-08,41.37,4.18,27.15,19.49,1.08,3.66,40.31,99.0,Satisfactory
Bengaluru,2018-03-09,59.48,12.31,47.26,31.65,1.09,4.07,40.87,104.0,Moderate
Bengaluru,2018-03-10,59.82,4.32,37.1,25.26,1.05,4.18,33.03,109.0,Moderate
Bengaluru,2018-03-11,45.19,2.76,22.32,20.37,1.03,3.7,45.61,106.0,Moderate
Bengaluru,2018-03-12,35.82,3.16,17.43,16.54,1.05,4.01,38.92,92.0,Satisfactory
Bengaluru,2018-03-13,20.49,4.21,14.01,13.79,1.14,4.08,20.48,76.0,Satisfactory
Bengaluru,2018-03-14,29.23,3.6,16.94,15.38,1.15,4.17,38.25,75.0,Satisfactory
Bengaluru,2018-03-15,26.46,8.41,22.08,17.84,1.15,3.95,26.5,77.0,Satisfactory
